"","country","degree","sex","age","year","earn.month","flags"
"5690","Lithuania","Tertiary education","T","25-34 years",2014,NA,"Missing data"
"5691","Lithuania","Tertiary education","F","25-34 years",2014,NA,"Missing data"
"5692","Lithuania","Tertiary education","M","25-34 years",2014,NA,"Missing data"
"5693","Lithuania","Bachelor’s or equivalent education","T","25-34 years",2014,NA,"Missing data"
"5694","Lithuania","Bachelor’s or equivalent education","F","25-34 years",2014,NA,"Missing data"
"5695","Lithuania","Bachelor’s or equivalent education","M","25-34 years",2014,NA,"Missing data"
"5696","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2014,NA,"Missing data"
"5697","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2014,NA,"Missing data"
"5698","Lithuania","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2014,NA,"Missing data"
"5699","Lithuania","Master’s, Doctoral or equivalent education","T","25-34 years",2014,NA,"Missing data"
"5700","Lithuania","Master’s, Doctoral or equivalent education","F","25-34 years",2014,NA,"Missing data"
"5701","Lithuania","Master’s, Doctoral or equivalent education","M","25-34 years",2014,NA,"Missing data"
"5702","Slovenia","Tertiary education","T","25-34 years",2017,NA,"Missing data"
"5703","Slovenia","Tertiary education","F","25-34 years",2017,NA,"Missing data"
"5704","Slovenia","Tertiary education","M","25-34 years",2017,NA,"Missing data"
"5705","Slovenia","Bachelor’s or equivalent education","T","25-34 years",2017,NA,"Missing data"
"5706","Slovenia","Bachelor’s or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5707","Slovenia","Bachelor’s or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5708","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,NA,"Missing data"
"5709","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5710","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5711","Slovenia","Master’s, Doctoral or equivalent education","T","25-34 years",2017,NA,"Missing data"
"5712","Slovenia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5713","Slovenia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5714","Slovenia","Tertiary education","T","25-34 years",2017,NA,"Missing data"
"5715","Slovenia","Tertiary education","F","25-34 years",2017,NA,"Missing data"
"5716","Slovenia","Tertiary education","M","25-34 years",2017,NA,"Missing data"
"5717","Slovenia","Bachelor’s or equivalent education","T","25-34 years",2017,NA,"Missing data"
"5718","Slovenia","Bachelor’s or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5719","Slovenia","Bachelor’s or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5720","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,NA,"Missing data"
"5721","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5722","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5723","Slovenia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5724","Slovenia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5725","Slovenia","Tertiary education","T","25-34 years",2017,NA,"Missing data"
"5726","Slovenia","Tertiary education","F","25-34 years",2017,NA,"Missing data"
"5727","Slovenia","Tertiary education","M","25-34 years",2017,NA,"Missing data"
"5728","Slovenia","Bachelor’s or equivalent education","T","25-34 years",2017,NA,"Missing data"
"5729","Slovenia","Bachelor’s or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5730","Slovenia","Bachelor’s or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5731","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,NA,"Missing data"
"5732","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5733","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5734","Slovenia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5735","Slovenia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5736","Slovenia","Tertiary education","T","25-34 years",2017,134.36279,""
"5737","Slovenia","Tertiary education","F","25-34 years",2017,140.53362,""
"5738","Slovenia","Tertiary education","M","25-34 years",2017,141.82893,""
"5739","Slovenia","Bachelor’s or equivalent education","T","25-34 years",2017,124.67818,""
"5740","Slovenia","Bachelor’s or equivalent education","F","25-34 years",2017,129.5052,""
"5741","Slovenia","Bachelor’s or equivalent education","M","25-34 years",2017,132.70354,""
"5742","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,137.55302,""
"5743","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,143.70647,""
"5744","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,146.99039,""
"5745","Slovenia","Master’s, Doctoral or equivalent education","T","25-34 years",2017,146.87177,""
"5746","Slovenia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,153.29039,""
"5747","Slovenia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,158.38246,""
"5748","Slovenia","Tertiary education","T","25-34 years",2017,134.36279,""
"5749","Slovenia","Tertiary education","F","25-34 years",2017,140.53362,""
"5750","Slovenia","Tertiary education","M","25-34 years",2017,141.82893,""
"5751","Slovenia","Bachelor’s or equivalent education","T","25-34 years",2017,124.67818,""
"5752","Slovenia","Bachelor’s or equivalent education","F","25-34 years",2017,129.5052,""
"5753","Slovenia","Bachelor’s or equivalent education","M","25-34 years",2017,132.70354,""
"5754","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,137.55302,""
"5755","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,143.70647,""
"5756","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,146.99039,""
"5757","Slovenia","Master’s, Doctoral or equivalent education","T","25-34 years",2017,146.87177,""
"5758","Slovenia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,153.29039,""
"5759","Slovenia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,158.38246,""
"5760","Slovenia","Tertiary education","T","25-34 years",2017,134.36279,""
"5761","Slovenia","Tertiary education","F","25-34 years",2017,140.53362,""
"5762","Slovenia","Tertiary education","M","25-34 years",2017,141.82893,""
"5763","Slovenia","Bachelor’s or equivalent education","T","25-34 years",2017,124.67818,""
"5764","Slovenia","Bachelor’s or equivalent education","F","25-34 years",2017,129.5052,""
"5765","Slovenia","Bachelor’s or equivalent education","M","25-34 years",2017,132.70354,""
"5766","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,137.55302,""
"5767","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,143.70647,""
"5768","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,146.99039,""
"5769","Slovenia","Master’s, Doctoral or equivalent education","T","25-34 years",2017,146.87177,""
"5770","Slovenia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,153.29039,""
"5771","Slovenia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,158.38246,""
"5772","Slovenia","Tertiary education","T","25-34 years",2017,NA,"Missing data"
"5773","Slovenia","Tertiary education","F","25-34 years",2017,NA,"Missing data"
"5774","Slovenia","Tertiary education","M","25-34 years",2017,NA,"Missing data"
"5775","Slovenia","Bachelor’s or equivalent education","T","25-34 years",2017,NA,"Missing data"
"5776","Slovenia","Bachelor’s or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5777","Slovenia","Bachelor’s or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5778","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,NA,"Missing data"
"5779","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5780","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5781","Slovenia","Master’s, Doctoral or equivalent education","T","25-34 years",2017,NA,"Missing data"
"5782","Slovenia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5783","Slovenia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5784","Slovenia","Tertiary education","T","25-34 years",2017,NA,"Missing data"
"5785","Slovenia","Tertiary education","F","25-34 years",2017,NA,"Missing data"
"5786","Slovenia","Tertiary education","M","25-34 years",2017,NA,"Missing data"
"5787","Slovenia","Bachelor’s or equivalent education","T","25-34 years",2017,NA,"Missing data"
"5788","Slovenia","Bachelor’s or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5789","Slovenia","Bachelor’s or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5790","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,NA,"Missing data"
"5791","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5792","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5793","Slovenia","Master’s, Doctoral or equivalent education","T","25-34 years",2017,NA,"Missing data"
"5794","Slovenia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5795","Slovenia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5796","Slovenia","Tertiary education","T","25-34 years",2017,NA,"Missing data"
"5797","Slovenia","Tertiary education","F","25-34 years",2017,NA,"Missing data"
"5798","Slovenia","Tertiary education","M","25-34 years",2017,NA,"Missing data"
"5799","Slovenia","Bachelor’s or equivalent education","T","25-34 years",2017,NA,"Missing data"
"5800","Slovenia","Bachelor’s or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5801","Slovenia","Bachelor’s or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5802","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",2017,NA,"Missing data"
"5803","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5804","Slovenia","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5805","Slovenia","Master’s, Doctoral or equivalent education","T","25-34 years",2017,NA,"Missing data"
"5806","Slovenia","Master’s, Doctoral or equivalent education","F","25-34 years",2017,NA,"Missing data"
"5807","Slovenia","Master’s, Doctoral or equivalent education","M","25-34 years",2017,NA,"Missing data"
"5808","OECD - Average","Tertiary education","T","25-34 years",NA,135.87746,""
"5809","OECD - Average","Tertiary education","F","25-34 years",NA,146.73078,""
"5810","OECD - Average","Tertiary education","M","25-34 years",NA,139.0154,""
"5811","OECD - Average","Bachelor’s or equivalent education","T","25-34 years",NA,131.58457,""
"5812","OECD - Average","Bachelor’s or equivalent education","F","25-34 years",NA,143.26683,""
"5813","OECD - Average","Bachelor’s or equivalent education","M","25-34 years",NA,134.6262,""
"5814","OECD - Average","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",NA,140.2436,""
"5815","OECD - Average","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",NA,152.53564,""
"5816","OECD - Average","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",NA,143.04727,""
"5817","OECD - Average","Master’s, Doctoral or equivalent education","T","25-34 years",NA,162.3549,""
"5818","OECD - Average","Master’s, Doctoral or equivalent education","F","25-34 years",NA,176.80434,""
"5819","OECD - Average","Master’s, Doctoral or equivalent education","M","25-34 years",NA,168.06266,""
"5820","OECD - Average","Tertiary education","T","25-34 years",NA,137.70701,""
"5821","OECD - Average","Tertiary education","F","25-34 years",NA,149.76547,""
"5822","OECD - Average","Tertiary education","M","25-34 years",NA,139.51482,""
"5823","OECD - Average","Bachelor’s or equivalent education","T","25-34 years",NA,130.55828,""
"5824","OECD - Average","Bachelor’s or equivalent education","F","25-34 years",NA,142.88308,""
"5825","OECD - Average","Bachelor’s or equivalent education","M","25-34 years",NA,132.89096,""
"5826","OECD - Average","Bachelor's, Master’s, Doctoral or equivalent education","T","25-34 years",NA,139.83467,""
"5827","OECD - Average","Bachelor's, Master’s, Doctoral or equivalent education","F","25-34 years",NA,152.90143,""
"5828","OECD - Average","Bachelor's, Master’s, Doctoral or equivalent education","M","25-34 years",NA,141.60008,""
"5829","OECD - Average","Master’s, Doctoral or equivalent education","T","25-34 years",NA,161.23983,""
"5830","OECD - Average","Master’s, Doctoral or equivalent education","F","25-34 years",NA,176.62583,""
"5831","OECD - Average","Master’s, Doctoral or equivalent education","M","25-34 years",NA,165.04021,""
"5832","OECD - Average","Tertiary education","T","25-34 years",NA,138.23505,""
